REFERENCIA,DESCRIPCIÓN,N_PERIODS,NON_ZERO_PERIODS,PCT_NON_ZERO,ADI,CV2,DEMAND_TYPE
FL30MU0220,BOMBA GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,2.6451,Lumpy
FL30NIS032,BOMBA GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,3.2408,Lumpy
FL30P9890K,BOMBA GASOLINA SUMERGIBLE,62,23,0.371,2.6957,3.847,Lumpy
FL30SENR15,BOMBA GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,2.9252,Lumpy
FL30SENR16,BOMBA GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,2.9731,Lumpy
FL30SILVER,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,4.5291,Lumpy
FL30SPA088,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,2.0167,Lumpy
FL30T21132,BOMBA GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,2.4409,Lumpy
FL30T28030,BOMBA GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,4.6204,Lumpy
FL30VW9051,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,3.3335,Lumpy
FL31110-02000,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.9244,Lumpy
FL31110-02500,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.6649,Lumpy
FL31110-07000,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,4.2361,Lumpy
FL31110-0U000,MODULO GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,2.7849,Lumpy
FL31110-0W000,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,10.408,Lumpy
FL31110-0X000,MODULO GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,1.6792,Lumpy
FL31110-17000,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,3.1336,Lumpy
FL31110-1C000,MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,2.2759,Lumpy
FL31110-1F980,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,0.9914,Lumpy
FL31110-1G000,MODULO GASOLINA SUMERGIBLE,62,3,0.0484,20.6667,28.3988,Lumpy
FL31110-1G000SM,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,5.6524,Lumpy
FL31110-1H000,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,5.748,Lumpy
FL31110-1M000,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.8375,Lumpy
FL31110-1M200,MODULO GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,1.3579,Lumpy
FL31110-1R000,MODULO GASOLINA SUMERGIBLE,62,6,0.0968,10.3333,11.7348,Lumpy
FL31110-1R200,MODULO GASOLINA SUMERGIBLE,62,13,0.2097,4.7692,10.124,Lumpy
FL31110-1R500,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,1.8027,Lumpy
FL31110-1U000,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.0321,Lumpy
FL31110-1W000,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,3.65,Lumpy
FL31110-25000,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,3.3088,Lumpy
FL31110-26500,MODULO GASOLINA SUMERGIBLE,62,31,0.5,2.0,1.2262,Lumpy
FL31110-2B000,MODULO GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,4.657,Lumpy
FL31110-2E000,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,3.403,Lumpy
FL31110-2E000SM,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,14.3789,Lumpy
FL31110-2P000,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.124,Lumpy
FL31110-2S000,MODULO GASOLINA SUMERGIBLE,62,35,0.5645,1.7714,1.1458,Lumpy
FL31110-2S100,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,10.1634,Lumpy
FL31110-2S200,MODULO GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,15.1696,Lumpy
FL31110-2S510,MODULO GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,1.675,Lumpy
FL31110-3X500,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.0986,Lumpy
FL31110-4H500,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,2.5661,Lumpy
FL31110-A0000,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,1.6158,Lumpy
FL31110-B2500,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.0814,Lumpy
FL31110-B4000,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,9.8128,Lumpy
FL31110-B8500,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.3129,Lumpy
FL31110-D3100,MODULO GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,3.1563,Lumpy
FL31110-D7100,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.594,Lumpy
FL31110-F3500,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.0725,Lumpy
FL31110-G6100,MODULO GASOLINA SUMERGIBLE,62,40,0.6452,1.55,2.6832,Lumpy
FL31110-H7000,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.166,Lumpy
FL31112-C9100,FILTRO GASOLINA,62,36,0.5806,1.7222,0.9779,Lumpy
FL31120-H9000,MODULO GASOLINA SUMERGIBLE,62,10,0.1613,6.2,7.037,Lumpy
FL35180318,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,4.7064,Lumpy
FL35BLZ061,BOMBA GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.6821,Lumpy
FL35IZU200,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,3.7089,Lumpy
FL35IZUMOD,MODULO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.196,Lumpy
FL373919051AA,MODULO GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,3.5738,Lumpy
FL373998051,SENSOR NIVEL GASOLINA,62,25,0.4032,2.48,2.1358,Lumpy
FL3C0919051AJ,MODULO GASOLINA SUMERGIBLE,62,6,0.0968,10.3333,9.3333,Lumpy
FL3N619H307,MODULO GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,1.7196,Lumpy
FL4000W202,BOMBA GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,3.3513,Lumpy
FL4001R000,BOMBA GASOLINA SUMERGIBLE,62,33,0.5323,1.8788,1.1628,Lumpy
FL4001R050,BOMBA GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,0.9803,Lumpy
FL4001W100,BOMBA GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,2.3562,Lumpy
FL400AC001,BOMBA GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,4.5623,Lumpy
FL4012B900,BOMBA GASOLINA SUMERGIBLE,62,10,0.1613,6.2,8.2114,Lumpy
FL4012V106,BOMBA GASOLINA CUADRADA UNIVERSAL =40106,62,22,0.3548,2.8182,2.733,Lumpy
FL4012V120,BOMBA GASOLINA,62,28,0.4516,2.2143,1.4346,Lumpy
FL4012V14P,BOMBA GASOLINA,62,18,0.2903,3.4444,5.1344,Lumpy
FL4018DMAX,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,2.4534,Lumpy
FL402B9000,BOMBA GASOLINA SUMERGIBLE,62,44,0.7097,1.4091,0.5618,Lumpy
FL40453070,BOMBA GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,1.9944,Lumpy
FL40B13COM,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,3.2639,Lumpy
FL40CE7192,BOMBA GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,3.3993,Lumpy
FL40CLK001,BOMBA GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,5.9295,Lumpy
FL40DOR078,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,2.5636,Lumpy
FL40GSS342,BOMBA GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,7.8571,Lumpy
FL40HONDA01,BOMBA GASOLINA SUMERGIBLE,62,40,0.6452,1.55,0.7844,Lumpy
FL40IZU090,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,4.3776,Lumpy
FL40JOY001,BOMBA GASOLINA SUMERGIBLE,62,13,0.2097,4.7692,6.3837,Lumpy
FL40SAIL01,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.0716,Lumpy
FL40TATX60,BOMBA GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,2.72,Lumpy
FL40VSZ001,BOMBA GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,1.5338,Lumpy
FL40VSZ045,BOMBA GASOLINA SUMERGIBLE,62,47,0.7581,1.3191,0.4853,Smooth
FL4202P000,BOMBA GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,3.4465,Lumpy
FL42345250,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,3.7494,Lumpy
FL42454006,BOMBA GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,0.943,Lumpy
FL42454008,BOMBA GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,11.2284,Lumpy
FL42454BYH,BOMBA GASOLINA SUMERGIBLE,62,40,0.6452,1.55,0.8635,Lumpy
FL42454CYH,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,8.6875,Lumpy
FL42B13005,BOMBA GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.9997,Lumpy
FL42TRD003,BOMBA GASOLINA SUMERGIBLE,62,40,0.6452,1.55,0.7437,Lumpy
FL42TRD007,BOMBA GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,0.9948,Lumpy
FL42VRT001,BOMBA DE GASOLINA,62,19,0.3065,3.2632,4.2398,Lumpy
FL46443197,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.2511,Lumpy
FL46443198,MODULO GASOLINA SUMERGIBLE,62,39,0.629,1.5897,0.8013,Lumpy
FL46765587,MODULO GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,2.7362,Lumpy
FL47608007,BOMBA GASOLINA,62,33,0.5323,1.8788,1.1297,Lumpy
FL50334800,BOMBA GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,5.5016,Lumpy
FL50FORD01,BOMBA GASOLINA SUMERGIBLE,62,5,0.0806,12.4,19.276,Lumpy
FL5183202AA,MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.4189,Lumpy
FL52060351,BOMBA GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,2.8232,Lumpy
FL550TU138,BOMBA GASOLINA SUMERGIBLE,62,25,0.4032,2.48,3.8045,Lumpy
FL5M519H307,MODULO GASOLINA SUMERGIBLE,62,13,0.2097,4.7692,4.7183,Lumpy
FL5N0919087E,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.2201,Lumpy
FL5N0919087G,MODULO GASOLINA SUMERGIBLE,62,11,0.1774,5.6364,6.7998,Lumpy
FL5PK,PREFILTRO,62,22,0.3548,2.8182,3.0339,Lumpy
FL5Q0919051BN,MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,3.3028,Lumpy
FL5U0919051,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.2524,Lumpy
FL5U0919052A,SENSOR DE NIVEL,62,17,0.2742,3.6471,4.3217,Lumpy
FL60150100,BOMBA GASOLINA SUMERGIBLE,62,10,0.1613,6.2,7.9859,Lumpy
FL60160001,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,3.8573,Lumpy
FL60170DEL,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.0413,Lumpy
FL60254910,BOMBA GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,2.5413,Lumpy
FL60307000,BOMBA GASOLINA SUMERGIBLE,62,42,0.6774,1.4762,0.6854,Lumpy
FL60908090,BOMBA GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,5.3502,Lumpy
FL6090809R,BOMBA GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,3.6427,Lumpy
FL60CHR160,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.0251,Lumpy
FL60DMAX60,BOMBA GASOLINA SUMERGIBLE,62,44,0.7097,1.4091,0.756,Lumpy
FL60GRJ235,BOMBA GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,1.6414,Lumpy
FL60IZU160,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.3494,Lumpy
FL60MAZ165,BOMBA GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,4.8612,Lumpy
FL60THA001,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,2.8521,Lumpy
FL60THA005,BOMBA GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,3.9347,Lumpy
FL60VW0140,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.5931,Lumpy
FL60VW0145,BOMBA GASOLINA SUMERGIBLE,62,48,0.7742,1.2917,0.4499,Smooth
FL6116768357,BOMBA GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,8.92,Lumpy
FL65842,SENSOR NIVEL GASOLINA VITARA SZ,62,32,0.5161,1.9375,1.7998,Lumpy
FL65842COM,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,2.5711,Lumpy
FL65D00,BOYA TANQUE GASOLINA,62,19,0.3065,3.2632,3.6386,Lumpy
FL68065575AA,MODULO GASOLINA SUMERGIBLE,62,31,0.5,2.0,1.2571,Lumpy
FL6R0919051A,MODULO GASOLINA SUMERGIBLE,62,41,0.6613,1.5122,0.6618,Lumpy
FL6RF919051,MODULO GASOLINA SUMERGIBLE,62,35,0.5645,1.7714,2.5389,Lumpy
FL70AMA007,BOMBA GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.8562,Lumpy
FL70DAE170,BOMBA GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,3.0903,Lumpy
FL70TUC007,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,4.6676,Lumpy
FL70VW1007,BOMBA GASOLINA SUMERGIBLE,62,31,0.5,2.0,1.7112,Lumpy
FL70VW51BH,BOMBA GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,3.0905,Lumpy
FL7186M,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.4595,Lumpy
FL72022047R,MODULO GASOLINA SUMERGIBLE,62,10,0.1613,6.2,10.3584,Lumpy
FL7237M,MODULO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,4.0612,Lumpy
FL7700431718,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,3.8313,Lumpy
FL77020-02181,MODULO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,6.1173,Lumpy
FL77020-02190,MODULO GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,0.8572,Lumpy
FL77020-02240,MODULO GASOLINA SUMERGIBLE,62,33,0.5323,1.8788,1.0515,Lumpy
FL77020-04061,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,2.6052,Lumpy
FL77020-0D010,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.8239,Lumpy
FL77020-0D180,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,4.3659,Lumpy
FL77020-0K020,MODULO GASOLINA SUMERGIBLE,62,39,0.629,1.5897,0.7299,Lumpy
FL77020-0K030,MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,6.6198,Lumpy
FL77020-0K390,MODULO GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,0.92,Lumpy
FL770200R020,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,3.5151,Lumpy
FL7702012450,MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.384,Lumpy
FL77024-52122,MODULO GASOLINA SUMERGIBLE,62,5,0.0806,12.4,11.9698,Lumpy
FL78880,SENSOR NIVEL GASOLINA,62,22,0.3548,2.8182,2.1717,Lumpy
FL78880KIT,KIT DE REPARACION SZ NEXT,62,27,0.4355,2.2963,3.5306,Lumpy
FL8-97209145-0,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,3.9951,Lumpy
FL8-97943184-0,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.9221,Lumpy
FL8943183980,SENSOR NIVEL GASOLINA,62,25,0.4032,2.48,3.2864,Lumpy
FL8972875181,VALVULA CEBADORA,62,32,0.5161,1.9375,1.4251,Lumpy
FL8L0919673E,SENSOR,62,23,0.371,2.6957,3.7363,Lumpy
FL8R0919051N,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.9355,Lumpy
FL8V51-9H307-DA,MODULO DE GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,0.9038,Lumpy
FL9007702,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,3.2427,Lumpy
FL93277517,MODULO GASOLINA SUMERGIBLE,62,46,0.7419,1.3478,0.5206,Lumpy
FL93285976,SEMI MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,2.5934,Lumpy
FL93373262,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.1857,Lumpy
FL93702,KIT TEMPLADORES,62,34,0.5484,1.8235,1.2391,Lumpy
FL93717,KIT TEMPLADORES,62,27,0.4355,2.2963,1.6902,Lumpy
FL94740642,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.3079,Lumpy
FL9628163780,MODULO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,2.7509,Lumpy
FL96447642,MODULO GASOLINA SUMERGIBLE,62,4,0.0645,15.5,23.9722,Lumpy
FL96464637,MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,2.864,Lumpy
FL96563403,MODULO GASOLINA SUMERGIBLE,62,31,0.5,2.0,1.4211,Lumpy
FL96629370,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,1.8793,Lumpy
FL97945604,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,5.0645,Lumpy
FLAB399H307AD,MODULO GASOLINA COMBUSTIBLE,62,23,0.371,2.6957,2.4742,Lumpy
FLAC1,PREFILTRO,62,19,0.3065,3.2632,6.4456,Lumpy
FLAC2,PREFILTRO,62,25,0.4032,2.48,2.1775,Lumpy
FLAC3,PREFILTRO,62,38,0.6129,1.6316,0.8308,Lumpy
FLAC333,TAPA RESERVORIO CODIGO GM:94539597,62,32,0.5161,1.9375,1.1135,Lumpy
FLAC4,PREFILTRO,62,11,0.1774,5.6364,7.9604,Lumpy
FLAC42,SENSOR NIVEL GASOLINA,62,13,0.2097,4.7692,4.7896,Lumpy
FLAC5,PREFILTRO,62,21,0.3387,2.9524,2.7306,Lumpy
FLAC55,TAPA MODULO GASOLINA,62,28,0.4516,2.2143,1.5044,Lumpy
FLAC6,PREFILTRO,62,33,0.5323,1.8788,3.8812,Lumpy
FLAC62,TAPA BOMBA GASOLINA,62,17,0.2742,3.6471,4.0459,Lumpy
FLAC72,TAPA BOMBA GASOLINA,62,29,0.4677,2.1379,1.3552,Lumpy
FLAC8,PREFILTRO,62,34,0.5484,1.8235,1.0882,Lumpy
FLAC9,PREFILTRO,62,6,0.0968,10.3333,14.2933,Lumpy
FLAC92,TAPA RESERVORIO,62,33,0.5323,1.8788,1.3637,Lumpy
FLADMAX,SENSOR NIVEL GASOLINA,62,26,0.4194,2.3846,1.6523,Lumpy
FLAMAROK,PREFILTRO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.4892,Lumpy
FLAV1,PREFILTRO,62,18,0.2903,3.4444,4.3747,Lumpy
FLAX1,PREFILTRO,62,24,0.3871,2.5833,3.4567,Lumpy
FLBL63,BOBINA ENCENDIDO,62,21,0.3387,2.9524,5.916,Lumpy
FLBOYAB13,SENSOR NIVEL GASOLINA,62,34,0.5484,1.8235,3.58,Lumpy
FLBT5,PREFILTRO,62,26,0.4194,2.3846,1.6448,Lumpy
FLBT50,SENSOR NIVEL GASOLINA,62,28,0.4516,2.2143,1.6433,Lumpy
FLC05,CONECTOR,62,25,0.4032,2.48,4.267,Lumpy
FLCAP-1G000,TAPA MODULO GASOLINA,62,28,0.4516,2.2143,1.3679,Lumpy
FLCBT50,CONECTOR,62,11,0.1774,5.6364,6.873,Lumpy
FLCHR160COM,MODULO GASOLINA SUMERGIBLE,62,12,0.1935,5.1667,8.2351,Lumpy
FLCOR,PREFILTRO,62,11,0.1774,5.6364,6.4984,Lumpy
FLCSZ,CONECTOR,62,24,0.3871,2.5833,1.7757,Lumpy
FLDMAX218,SENSOR NIVEL GASOLINA,62,13,0.2097,4.7692,5.6461,Lumpy
FLDMAXDD,SENSOR NIVEL GASOLINA,62,21,0.3387,2.9524,3.2067,Lumpy
FLDMX,PREFILTRO,62,14,0.2258,4.4286,4.6611,Lumpy
FLE2144S,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,1.918,Lumpy
FLE2181S,MODULO GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,5.1064,Lumpy
FLE2266S,MODULO GASOLINA SUMERGIBLE,62,33,0.5323,1.8788,1.2268,Lumpy
FLE2296S,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.0564,Lumpy
FLE2358M,MODULO GASOLINA SUMERGIBLE,62,9,0.1452,6.8889,15.813,Lumpy
FLE2541M,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,1.0397,Lumpy
FLE3500M,MODULO GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,8.8314,Lumpy
FLE3614M,MODULO GASOLINA SUMERGIBLE,62,11,0.1774,5.6364,8.61,Lumpy
FLE4036M,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,5.6091,Lumpy
FLE4056M,MODULO GASOLINA SUMERGIBLE,62,44,0.7097,1.4091,0.5039,Lumpy
FLE7199M,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,4.6589,Lumpy
FLE8542,MODULO GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,1.2631,Lumpy
FLFIL5PK,FILTRO GASOLINA SUMERGIBLE,62,4,0.0645,15.5,16.4375,Lumpy
FLFILARIS,FILTRO GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,1.9954,Lumpy
FLFILAVEO,FILTRO GASOLINA SUMERGIBLE,62,39,0.629,1.5897,0.7726,Lumpy
FLFILHY,PREFILTRO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,5.4976,Lumpy
FLFILSENTRA,FILTRO GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,0.9635,Lumpy
FLFILST10,FILTRO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,2.1775,Lumpy
FLFILTCSDSL,FILTRO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,2.9689,Lumpy
FLFILVW,FILTRO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.8621,Lumpy
FLFJB-13-35X,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,8.446,Lumpy
FLFSZVAL,FILTRO GASOLINA SUMERGIBLE         VITARA SZ CON VALVULA,62,37,0.5968,1.6757,0.9591,Lumpy
FLG675-13-35ZA,MODULO GASOLINA SUMERGIBLE,62,10,0.1613,6.2,8.5604,Lumpy
FLG677-13-35ZA,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.0188,Lumpy
FLHAVAL,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.7266,Lumpy
FLHILUX,SENSOR NIVEL GASOLINA,62,26,0.4194,2.3846,3.7675,Lumpy
FLIS6U9H307AD,MODULO GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,3.1314,Lumpy
FLITF007,SEMI MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,4.0287,Lumpy
FLJ43-1106610,MODULO GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,1.1831,Lumpy
FLJOY,FILTRO INTANK,62,18,0.2903,3.4444,3.0061,Lumpy
FLK30A1335Z,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,3.1818,Lumpy
FLLF1T-13-35ZC,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.2549,Lumpy
FLLOG,PREFILTRO,62,4,0.0645,15.5,18.1511,Lumpy
FLM2N159H307AA,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,3.8431,Lumpy
FLMF001KIT,JGO MICROFILTRO,62,31,0.5,2.0,4.7914,Lumpy
FLMF001POR,MICRO FILTRO,62,16,0.2581,3.875,3.5405,Lumpy
FLMF003KIT,JGO MICROFILTRO,62,4,0.0645,15.5,27.1818,Lumpy
FLMF003POR,MICRO FILTRO,62,11,0.1774,5.6364,10.0431,Lumpy
FLMF005KIT,JGO MICROFILTRO,62,30,0.4839,2.0667,2.7626,Lumpy
FLMF005POR,MICRO FILTRO,62,33,0.5323,1.8788,1.1162,Lumpy
FLMF006KIT,JGO MICROFILTRO  MAZDA BT-50,62,14,0.2258,4.4286,6.0774,Lumpy
FLMF006POR,MICRO FILTRO,62,26,0.4194,2.3846,4.3057,Lumpy
FLMF007KIT,JGO MICROFILTRO,62,14,0.2258,4.4286,4.7311,Lumpy
FLMF007POR,MICRO FILTRO,62,34,0.5484,1.8235,2.4551,Lumpy
FLMFVW06KIT,KIT REPARACION INYECTORES,62,27,0.4355,2.2963,1.5305,Lumpy
FLMI1,PREFILTRO,62,14,0.2258,4.4286,5.5331,Lumpy
FLMI2,PREFILTRO,62,22,0.3548,2.8182,2.5323,Lumpy
FLMR990884,MODULO GASOLINA SUMERGIBLE,62,43,0.6935,1.4419,0.6631,Lumpy
FLNJOY,PREFILTRO,62,5,0.0806,12.4,16.1275,Lumpy
FLNU3,PREFILTRO,62,26,0.4194,2.3846,3.1179,Lumpy
FLORING001,ORING INYECTOR,62,35,0.5645,1.7714,0.9625,Lumpy
FLPELK1335XA,MODULA GASOLINA SUMERGIBLE,62,12,0.1935,5.1667,8.0246,Lumpy
FLPFS1137,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,2.35,Lumpy
FLPFS482,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.6878,Lumpy
FLPFS488,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,4.1015,Lumpy
FLRE1,PREFILTRO,62,10,0.1613,6.2,15.8757,Lumpy
FLREG-2E000,REGUADOR PRESION,62,31,0.5,2.0,1.409,Lumpy
FLSA1,PREFILTRO,62,34,0.5484,1.8235,0.9999,Lumpy
FLSA2,PREFILTRO,62,20,0.3226,3.1,2.7864,Lumpy
FLSEN,PREFILTRO,62,17,0.2742,3.6471,4.1049,Lumpy
FLSF2,PREFILTRO,62,21,0.3387,2.9524,3.7919,Lumpy
FLSP14,SENSOR NIVEL GASOLINA,62,14,0.2258,4.4286,4.4999,Lumpy
FLSP2469M,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,2.6856,Lumpy
FLSP8,PREFILTRO,62,16,0.2581,3.875,4.9048,Lumpy
FLST1,PREFILTRO,62,24,0.3871,2.5833,3.6814,Lumpy
FLST2,PRE FILTRO TOYOTA VIGO 2.7,62,6,0.0968,10.3333,20.7479,Lumpy
FLSZ2105,FILTRO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,4.58,Lumpy
